SRR_ID,Experiment_Name,Condition_Group,Category,Sample_Name,DL_Status,DL_JobID,Fastq_Dir,CR_Status,CR_JobID,CR_Out_Dir,Split_Count,Is_Duplicate,Scanpy_Status,Scanpy_JobID,Scanpy_Out_Dir
SRR28072392,MET_patient4_EC_bulkRNA-seq,MET,bulkRNA,MET_patient4_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072391,MET_patient5_EC_bulkRNA-seq,MET,bulkRNA,MET_patient5_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR17720148,MEN_patient1_EC,MEN,sorted,MEN_patient1_EC,COMPLETED,144581,/home/gahe00001/natpro/data_fastqs/MEN/sorted/MEN_patient1_EC,COMPLETED,144815,/home/gahe00001/natpro/data_cellranger/MEN/sorted/MEN_patient1_EC,3,,PENDING,PENDING,PENDING
SRR17720146,MEN_patient3_EC,MEN,sorted,MEN_patient3_EC,COMPLETED,144612,/home/gahe00001/natpro/data_fastqs/MEN/sorted/MEN_patient3_EC,COMPLETED,144816,/home/gahe00001/natpro/data_cellranger/MEN/sorted/MEN_patient3_EC,3,,PENDING,PENDING,PENDING
SRR17720145,MEN_patient4_EC,MEN,sorted,MEN_patient4_EC,COMPLETED,144613,/home/gahe00001/natpro/data_fastqs/MEN/sorted/MEN_patient4_EC,COMPLETED,144817,/home/gahe00001/natpro/data_cellranger/MEN/sorted/MEN_patient4_EC,3,,PENDING,PENDING,PENDING
SRR17720223,MEN_patient5_EC,MEN,sorted,MEN_patient5_EC,COMPLETED,144614,/home/gahe00001/natpro/data_fastqs/MEN/sorted/MEN_patient5_EC,COMPLETED,144818,/home/gahe00001/natpro/data_cellranger/MEN/sorted/MEN_patient5_EC,3,,PENDING,PENDING,PENDING
SRR17720160,MEN_patient3_all_cells,MEN,unsorted,MEN_patient3_all_cells,COMPLETED,144747,/home/gahe00001/natpro/data_fastqs/MEN/unsorted/MEN_patient3_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR17720158,MEN_patient4_all_cells,MEN,unsorted,MEN_patient4_all_cells,COMPLETED,144748,/home/gahe00001/natpro/data_fastqs/MEN/unsorted/MEN_patient4_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR17720187,MEN_patient5_all_cells,MEN,unsorted,MEN_patient5_all_cells,COMPLETED,144749,/home/gahe00001/natpro/data_fastqs/MEN/unsorted/MEN_patient5_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR28072390,MEN_patient1_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient1_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072389,MEN_patient2_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient2_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072388,MEN_patient3_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient3_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072387,MEN_patient4_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient4_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072386,MEN_patient5_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient5_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072385,MEN_patient6_EC_bulkRNA-seq,MEN,bulkRNA,MEN_patient6_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR17720182,AVM_patient1_EC,AVM,sorted,AVM_patient1_EC,COMPLETED,144615,/home/gahe00001/natpro/data_fastqs/AVM/sorted/AVM_patient1_EC,COMPLETED,144819,/home/gahe00001/natpro/data_cellranger/AVM/sorted/AVM_patient1_EC,3,,PENDING,PENDING,PENDING
SRR17720194,AVM_patient2_EC,AVM,sorted,AVM_patient2_EC,COMPLETED,144616,/home/gahe00001/natpro/data_fastqs/AVM/sorted/AVM_patient2_EC,COMPLETED,144821,/home/gahe00001/natpro/data_cellranger/AVM/sorted/AVM_patient2_EC,3,,PENDING,PENDING,PENDING
SRR17720181,AVM_patient3_EC,AVM,sorted,AVM_patient3_EC,COMPLETED,144617,/home/gahe00001/natpro/data_fastqs/AVM/sorted/AVM_patient3_EC,COMPLETED,144822,/home/gahe00001/natpro/data_cellranger/AVM/sorted/AVM_patient3_EC,3,,PENDING,PENDING,PENDING
SRR17720179,AVM_patient4_EC,AVM,sorted,AVM_patient4_EC,COMPLETED,144618,/home/gahe00001/natpro/data_fastqs/AVM/sorted/AVM_patient4_EC,COMPLETED,144823,/home/gahe00001/natpro/data_cellranger/AVM/sorted/AVM_patient4_EC,3,,PENDING,PENDING,PENDING
SRR17720180,AVM_patient5_EC,AVM,sorted,AVM_patient5_EC,COMPLETED,144619,/home/gahe00001/natpro/data_fastqs/AVM/sorted/AVM_patient5_EC,COMPLETED,144824,/home/gahe00001/natpro/data_cellranger/AVM/sorted/AVM_patient5_EC,3,,PENDING,PENDING,PENDING
SRR17720206,AVM_patient3_all_cells,AVM,unsorted,AVM_patient3_all_cells,COMPLETED,144755,/home/gahe00001/natpro/data_fastqs/AVM/unsorted/AVM_patient3_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR17720205,AVM_patient4_all_cells,AVM,unsorted,AVM_patient4_all_cells,COMPLETED,144756,/home/gahe00001/natpro/data_fastqs/AVM/unsorted/AVM_patient4_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR17720204,AVM_patient5_all_cells,AVM,unsorted,AVM_patient5_all_cells,COMPLETED,144757,/home/gahe00001/natpro/data_fastqs/AVM/unsorted/AVM_patient5_all_cells,PENDING,,,3,,PENDING,PENDING,PENDING
SRR28072412,AVM_patient1_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient1_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072411,AVM_patient2_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient2_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072410,AVM_patient3_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient3_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072409,AVM_patient4_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient4_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072408,AVM_patient5_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient5_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072407,AVM_patient6_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient6_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
SRR28072406,AVM_patient7_EC_bulkRNA-seq,AVM,bulkRNA,AVM_patient7_EC_bulkRNA-seq,PENDING,,,PENDING,,,,,PENDING,PENDING,PENDING
